user_id,recipe_id,recipe_name,rating,timestamp,user_persona
4,11562,Sweet Potato Mash Recipe,5,2025-10-25 00:48:23.246066,time_constrained
4,666,Konkani Style Vengaya Sagle Recipe - Eggplant Drumstick Curry,4,2025-10-22 00:48:23.246217,time_constrained
4,9173,Sweet Pumpkin Green Smoothie Recipe,2,2025-10-04 00:48:23.246383,time_constrained
4,9225,Sindhi Bhuga Chawal Recipe - Sindhi Style Browned Rice Pulao,3,2025-08-23 00:48:23.246533,time_constrained
4,5560,Dahi Wali Singhare Ki Sabzi Recipe,4,2025-08-23 00:48:23.246677,time_constrained
4,2403,Methi Namak Pare Recipe,4,2025-08-13 00:48:23.246819,time_constrained
4,3384,Cherupayar Thoran Recipe - Kerala Style Green Gram Sabzi,5,2025-08-11 00:48:23.246953,time_constrained
4,8468,Falsa/Phalsa Ka Sharbat Recipe - Indian Berry Juice,4,2025-10-28 00:48:23.247089,time_constrained
4,7599,Ragi Malpua With Rabri Recipe (Indian Pancakes With Creamy Pudding),2,2025-09-14 00:48:23.247246,time_constrained
4,3900,Shrimp Sambal Recipe,5,2025-08-15 00:48:23.247385,time_constrained
4,7913,Surul Appam Recipe,5,2025-08-24 00:48:23.247517,time_constrained
4,4787,सब्जी वाली रवा इडली रेसिपी - Veggie Rava Idli (Recipe In Hindi),3,2025-08-23 00:48:23.247653,time_constrained
5,2483,Besan Katli Ki Sabzi Recipe,4,2025-08-28 00:48:23.248627,foodie
5,6514,Kodava Kootu Curry Recipe - Coorg Style Mixed Vegetable Stew,3,2025-08-23 00:48:23.248803,foodie
5,8896,Mini Key Lime Pie Recipe (No Bake And Eggless),5,2025-08-25 00:48:23.248985,foodie
5,3050,पालक बैंगन की सब्ज़ी रेसिपी - Palak Baingan Ki Sabzi (Recipe In Hindi),4,2025-10-05 00:48:23.249345,foodie
5,2506,Beetroot Rosti Recipe,5,2025-10-06 00:48:23.249647,foodie
5,4337,Bhapa Ilish Recipe (Steamed Hilsa),4,2025-09-03 00:48:23.249919,foodie
5,3136,Chinese Style Stir Fried Water Chest Nut with Vegetables Recipe,4,2025-09-19 00:48:23.250249,foodie
5,4891,तुरई बैंगन की सब्ज़ी रेसिपी - Turai Baingan Ki Sabzi Recipe,3,2025-08-22 00:48:23.250576,foodie
5,3485,Sakkare Achhu Recipe (Festive Sugar Figurines),3,2025-10-20 00:48:23.250926,foodie
5,12131,Creamy and Delicious Fruit Custard Recipe,4,2025-08-22 00:48:23.251226,foodie
5,349,Til Chikki Recipe - Healthy Sesame Bars,4,2025-10-21 00:48:23.251497,foodie
5,7848,Asian Style Tofu in Spicy Orange Sauce Recipe,5,2025-09-17 00:48:23.252193,foodie
5,2049,Bhaji Miligai And Baby Potato Fry Recipe,5,2025-08-05 00:48:23.252388,foodie
5,4294,Strawberry Bundt Cake with Muesli and Oats Recipe,5,2025-10-22 00:48:23.252545,foodie
5,3260,Tomato Noodle Soup recipe,3,2025-09-04 00:48:23.252697,foodie
6,985,Soft and Crispy Cheese Stuffed Puff Sticks Recipe,3,2025-09-01 00:48:23.253706,traditional
6,10679,Kara Kadubu Recipe (Malanad Style Steamed Spiced Rice Dumplings),3,2025-09-29 00:48:23.253906,traditional
6,3166,Namak Para Recipe (Deep Fried Biscuits),5,2025-08-28 00:48:23.254079,traditional
6,256,Milk Powder Chena Burfi Recipe,5,2025-08-06 00:48:23.254269,traditional
6,4945,Mavinakayi Chutney Recipe - South Canara Raw Mango Chutney,3,2025-09-04 00:48:23.254448,traditional
6,1122,Alfredo Spaghetti with Roasted Mushroom & Broccoli Recipe,3,2025-09-21 00:48:23.254623,traditional
6,8974,Kashmiri Style Nadru Ke Kabab Recipe-Lotus Stem in Spicy Gravy,2,2025-10-19 00:48:23.254976,traditional
6,1463,Pandu Mirapakaya Pachadi  - Andhra Red Chilli Chutney Recipe,2,2025-09-01 00:48:23.255404,traditional
6,660,Tomato Basil Chicken Recipe,4,2025-08-12 00:48:23.255892,traditional
6,2856,Beer Batter Prawns Recipe,5,2025-10-28 00:48:23.261565,traditional
6,1633,Red Lentil Curry Without Coconut Recipe,5,2025-08-17 00:48:23.262061,traditional
6,5915,कीरई वडई रेसिपी - Keerai Vadai Recipe,5,2025-10-02 00:48:23.262864,traditional
6,4632,Chicken Ranch Wraps Recipe,1,2025-08-27 00:48:23.263216,traditional
6,2321,Dhaba Style Green Moong Dal Tadka Recipe,5,2025-08-31 00:48:23.263486,traditional
6,9067,खट्टे पुदीना आलू रेसिपी - Khatte Pudina Aloo Recipe,5,2025-08-10 00:48:23.263757,traditional
6,6705,Jaggery Coffee Without Milk Recipe,5,2025-09-15 00:48:23.264033,traditional
6,5008,Dal Shorba Recipe - Indian Style Lentil Soup,5,2025-09-26 00:48:23.264246,traditional
6,252,Sweet & Spicy Vegetable Hong Kong Style Recipe,2,2025-09-23 00:48:23.264518,traditional
6,6291,Peanut Butter Cookies Recipe,2,2025-10-09 00:48:23.264785,traditional
7,1321,पालक चना दाल रेसिपी - Palak Chana Dal Recipe,5,2025-08-29 00:48:23.266245,foodie
7,658,मदुराई टमाटर की चटनी रेसिपी - Madurai Spicy Tomato Chutney Recipe,4,2025-10-23 00:48:23.266503,foodie
7,3369,Peshawari Karahi Gosht Recipe,4,2025-10-16 00:48:23.266782,foodie
7,8414,Honey and Sesame Tossed Flat Noodles with Toasted Tofu Recipe,4,2025-09-11 00:48:23.267162,foodie
7,3610,Apple And Pomegranate Smoothie Recipe,4,2025-08-01 00:48:23.267451,foodie
7,3943,Tri Color Rotini Spirali Pasta Recipe Tossed in Creamy Basil Sauce,4,2025-10-21 00:48:23.267709,foodie
7,471,Banana Digestive Pudding Recipe With Pistachios,4,2025-10-05 00:48:23.268006,foodie
7,3299,Spicy Aloo Naan Recipe,4,2025-09-24 00:48:23.268285,foodie
7,6276,No Bake Oreo Chocolate Tart Recipe,5,2025-09-09 00:48:23.268581,foodie
7,5884,Savory Carrot Olive Spinach Sandwich Spread Recipe,4,2025-10-18 00:48:23.268834,foodie
7,2827,Vegetarian Sago Dumpling Recipe,5,2025-10-09 00:48:23.269136,foodie
7,138,Dry Sweet Potato Thoran Recipe,4,2025-10-27 00:48:23.269456,foodie
7,6737,North Indian Style Green Raw Papaya Curry Recipe,3,2025-09-30 00:48:23.269702,foodie
7,3856,Cinnamon Spiced Orange Iced Tea Recipe,5,2025-07-31 00:48:23.269966,foodie
7,3585,Ragi Appam Recipe - A Healthy Twist To The Classic Kerala Appam,5,2025-08-17 00:48:23.270225,foodie
7,9259,Karnataka Style Haalbai Recipe,3,2025-10-08 00:48:23.270422,foodie
7,12584,हिमाचली कच्चे आम की चटनी रेसिपी - Himachali Dry Raw Mango Chutney Recipe,3,2025-09-12 00:48:23.270634,foodie
7,4231,Kathiawadi Dhokli Nu Shaak Recipe,4,2025-09-09 00:48:23.270789,foodie
7,4175,Melon Salsa Recipe,5,2025-10-19 00:48:23.270950,foodie
7,5879,गोंगुरा चिकन करी रेसिपी - Gongura Chicken Curry Recipe,2,2025-08-06 00:48:23.271099,foodie
7,11869,पितोर की सब्ज़ी रेसिपी - Pitor Ki Sabzi Recipe,4,2025-08-27 00:48:23.271233,foodie
7,3840,Masala Khichia Recipe (Spicy Corn Flour Papad),4,2025-08-23 00:48:23.271369,foodie
8,3413,Chukku Kaapi Recipe - Dry Ginger Coffee,3,2025-09-07 00:48:23.272390,foodie
8,5745,Nawabi Paneer Curry Recipe,4,2025-08-25 00:48:23.272553,foodie
8,1354,Shikampuri Kebab Recipe - Kebabs made with Brown Chickpeas,4,2025-09-05 00:48:23.272696,foodie
8,3993,चेटिनाड स्टाइल काली मिर्च मशरुम रेसिपी - Chettinad Style Pepper Mushroom (Recipe In Hindi),4,2025-10-16 00:48:23.272837,foodie
8,2157,Broccoli Egg Bhurji Recipe,4,2025-10-04 00:48:23.272998,foodie
8,238,Himachali Dry Raw Mango Chutney Recipe,5,2025-08-17 00:48:23.273143,foodie
8,11036,Gajar Methi Sabzi Recipe (Carrot Fenugreek Leaves Stir Fry),3,2025-10-05 00:48:23.273355,foodie
8,6703,Oats Apple Phirni Recipe,2,2025-08-25 00:48:23.273736,foodie
8,6126,महाराष्ट्रियन आलू भूजने रेसिपी - Potato Stir Fry (Recipe In Hindi),4,2025-10-17 00:48:23.274116,foodie
8,1428,Tamatar Wali Arbi Sabzi Recipe,3,2025-09-07 00:48:23.274433,foodie
8,5890,पनीर कालीमिर्च रेसिपी - Paneer Kalimirch (Recipe In Hindi),3,2025-08-07 00:48:23.274717,foodie
8,1579,Kerala Style Chemmeen Moilee Recipe - Prawn Curry,3,2025-08-07 00:48:23.275578,foodie
8,12502,Ginger Garlic Chicken Recipe,3,2025-08-07 00:48:23.276119,foodie
8,2736,Malabar Parotta Recipe - Kerala Parotta Recipe,5,2025-08-21 00:48:23.276525,foodie
8,4129,Pineapple Banana & Oat Smoothie Recipe,5,2025-09-01 00:48:23.276927,foodie
8,842,Mirchi Bajji Recipe - Mirapakaya Bajji/Green Chilli Fritters,3,2025-08-08 00:48:23.277183,foodie
8,1103,Sobji Diye Bhaja Muger Dal Recipe - Bengali Style Moong Dal with Winter Vegetables,4,2025-10-06 00:48:23.277501,foodie
8,8306,Broccoli Keema And Cheese Uttapam Recipe,3,2025-10-06 00:48:23.277821,foodie
8,4429,Potato Latkes Recipe,3,2025-09-09 00:48:23.278093,foodie
8,734,Karnataka Style Orange Peels Curry Recipe,4,2025-09-30 00:48:23.278261,foodie
8,8174,आलू पत्ता गोभी सब्ज़ी रेसिपी - Aloo Patta Gobi Sabzi Recipe,4,2025-09-08 00:48:23.278408,foodie
9,3140,Kumaoni Style Palak & Methi Ka Kapa Recipe,4,2025-08-03 00:48:23.279759,health_conscious
9,7848,Asian Style Tofu in Spicy Orange Sauce Recipe,5,2025-08-08 00:48:23.280144,health_conscious
9,9479,Badanekaayi Gojju (Brinjal Curry) Recipe,4,2025-09-25 00:48:23.280540,health_conscious
9,6431,Mocha Chingri Manohara Recipe (Shrimps Stuffed Banana Flower Kofta Curry),4,2025-09-16 00:48:23.280830,health_conscious
9,1147,Chicken Sholay Kebab Recipe,3,2025-09-11 00:48:23.281033,health_conscious
9,2659,"Roasted Cauliflower, Celery And Carrot Creamy Vegetable Soup Recipe",4,2025-10-01 00:48:23.281218,health_conscious
9,322,Tamil Nadu Style Vellai Paniyaram Recipe - Semi Sweet Rice & Dal Fritters,4,2025-09-26 00:48:23.281382,health_conscious
9,6293,Creamy Polenta Recipe  - Savory Cornmeal Porridge,4,2025-10-03 00:48:23.281544,health_conscious
9,10209,Instant Kalakand Recipe -Indian Festive Sweet Recipe,3,2025-09-16 00:48:23.281697,health_conscious
9,4344,Mullangi Poriyal recipe - South Indian Style Radish Stir Fry,5,2025-08-10 00:48:23.281881,health_conscious
9,3639,Orange Rasam Recipe,3,2025-08-26 00:48:23.282043,health_conscious
9,111,North Indian Style Mushroom Matar Masala Recipe,4,2025-10-16 00:48:23.282197,health_conscious
9,399,Chicken and Mushroom Pot Pie Recipe,2,2025-09-22 00:48:23.282345,health_conscious
9,2049,Bhaji Miligai And Baby Potato Fry Recipe,4,2025-10-25 00:48:23.282487,health_conscious
9,11,Homemade Baked Beans Recipe (Wholesome & Healthy),1,2025-08-09 00:48:23.282637,health_conscious
9,1679,Moong Matar Kebab Recipe - Green Lentil And Peas Kebab,5,2025-10-12 00:48:23.282816,health_conscious
9,2963,Tomato and Sunflower Seed Dip Recipe,4,2025-10-22 00:48:23.282967,health_conscious
9,11895,सौंफ वाली हरी गोबी सब्ज़ी रेसिपी - Saunf Wali Hari Gobi Sabzi (Recipe In Hindi),4,2025-10-15 00:48:23.283111,health_conscious
9,9474,वाघरेला रोटली रेसिपी - Vagharela Rotli Recipe,4,2025-09-10 00:48:23.283251,health_conscious
9,1805,सब्ज़ी रवा उपमा रेसिपी - Savory Semolina Breakfast Pudding (Recipe In Hindi),4,2025-09-14 00:48:23.283394,health_conscious
9,3130,"Black Rice, Barley & Flax Seeds Congee Recipe",4,2025-08-01 00:48:23.283539,health_conscious
9,12179,Spicy Baked Beans With Potato Cakes Recipe,4,2025-08-15 00:48:23.283681,health_conscious
9,1846,Kadai Egg Masala Recipe,2,2025-09-27 00:48:23.283825,health_conscious
9,4883,Oriya Style Ambila Recipe-Sweet & Spicy Mixed Vegetable Sabzi,3,2025-08-13 00:48:23.283966,health_conscious
9,5347,Raab Recipe - Immunity Building Home Remedy Made From Millet Flour,4,2025-09-25 00:48:23.284103,health_conscious
10,5708,Ilish Macher Korma Recipe - Hilsa Fish Curry In Rich Gravy,4,2025-10-11 00:48:23.284993,time_constrained
10,3766,लहसुनि चकुंदर रसम रेसिपी - Beetroot Garlic Lemon Rasam (Recipe In Hindi),5,2025-08-08 00:48:23.285150,time_constrained
10,1150,बीटरूट पोरियल रेसिपी - Beetroot Poriyal (Recipe In Hindi),3,2025-08-20 00:48:23.285297,time_constrained
10,1144,Lemon Oats Recipe,3,2025-09-16 00:48:23.285434,time_constrained
10,186,Aloo Bhey Ki Sabzi Recipe (Potato Lotus Stem Curry),3,2025-08-27 00:48:23.285582,time_constrained
10,1252,Sweet Potato & Neem Leaves Vegetable Curry Recipe,1,2025-09-23 00:48:23.285723,time_constrained
10,4796,Pineapple Ladoo Recipe,4,2025-10-09 00:48:23.285858,time_constrained
10,4910,गुट्टी वांकाया रेसिपी - Gutti Vankaya Recipe,4,2025-08-28 00:48:23.285996,time_constrained
10,6788,लहसुनि पुदीना चटनी रेसिपी - Lehsuni Pudina Chutney Recipe,3,2025-10-25 00:48:23.286131,time_constrained
10,5961,Mochar Ghonto Recipe (Traditional Banana Blossom Curry From West Bengal),2,2025-09-10 00:48:23.286264,time_constrained
10,2351,Besan Bread Toast Recipe On Tawa - Vegetarian French Toast,5,2025-08-22 00:48:23.286393,time_constrained
10,596,Konkani Style Maskasangi Magge Koddel Recipe-Drumstick and Mangalore Cucumber Curry,3,2025-10-10 00:48:23.286526,time_constrained
10,1249,Prawn Balchao Recipe,4,2025-08-13 00:48:23.286660,time_constrained
10,5522,Assamese Bilahi Boror Tenga Recipe (Sour Curry With Red Lentil Fritters),2,2025-09-03 00:48:23.286811,time_constrained
10,408,Homemade Spicy Ramen with Tofu Recipe,2,2025-10-19 00:48:23.286957,time_constrained
11,2054,Carrot Capsicum Poriyal Recipe,3,2025-08-27 00:48:23.287791,foodie
11,5185,Suran Kofta Curry Recipe - Yam Kofta Curry,2,2025-08-18 00:48:23.287946,foodie
11,7496,Coconut Peanut Chutney Recipe (No Onion No Garlic Recipe),5,2025-10-03 00:48:23.288090,foodie
11,5304,Vepampoo Kara Kuzhambu Recipe (Dried Neem Flower Gravy),3,2025-09-05 00:48:23.288227,foodie
11,5537,Achari Chicken Masala Pasta Recipe,5,2025-08-13 00:48:23.288367,foodie
11,58,दलिया पकोरा रेसिपी - Dalia Pakora Recipe,2,2025-10-05 00:48:23.288505,foodie
11,2394,Grated Cucumber Raita Recipe,3,2025-09-09 00:48:23.288643,foodie
11,4585,Baale Dindu Kadale Palya - Banana Stem Curry With Chickpeas Recipe,4,2025-10-18 00:48:23.288774,foodie
11,12429,Mexican Taco Recipe With Refried Beans & Fresh Summer Salad,5,2025-09-28 00:48:23.288939,foodie
11,3740,Andhra Style Pappu Urumindi Recipe,3,2025-09-21 00:48:23.289086,foodie
11,1765,Milk Braid Rolls Recipe,5,2025-09-28 00:48:23.289220,foodie
11,4637,Olive & Tofu In Harissa Curry Recipe,5,2025-09-13 00:48:23.289358,foodie
11,3033,Karnataka Style Bassaru Recipe - Dill flavored Coconut Rasam,5,2025-09-28 00:48:23.289664,foodie
11,26,Kesar Mango Lassi Recipe - Saffron Mango Lassi Recipe,4,2025-09-14 00:48:23.289983,foodie
11,7963,Creamy Dal Makhani Recipe,4,2025-10-04 00:48:23.290166,foodie
11,726,Jeera Milagu Rasam Recipe  - South Indian Pepper Cumin Rasam,3,2025-10-17 00:48:23.290356,foodie
11,2410,Andhra Style Pulihora Recipe (Spicy & Tangy Tamarind Rice),5,2025-08-11 00:48:23.290514,foodie
11,11515,Avalakki Porridge In Warm Spiced Berries Recipe,3,2025-09-12 00:48:23.290691,foodie
11,7740,Vegetable Spring Rolls Recipe,4,2025-10-20 00:48:23.291050,foodie
11,8723,Green Moong Dal Cheela Recipe - Savory Green Mung Bean Pancakes,4,2025-09-02 00:48:23.291284,foodie
11,3965,Garlic & Ginger Spiced Potato Wedges Recipe (Baked),4,2025-10-19 00:48:23.291532,foodie
11,6769,"Lettuce, Apple And Carrot Salad With Chilli Dressing Recipe ",4,2025-09-09 00:48:23.291753,foodie
12,4716,Kashmiri Style Apple Tamatar Sabzi Recipe - No Onion No Garlic,4,2025-08-23 00:48:23.292806,diet_restricted
12,8460,Aloo Matar Korma Recipe In White Gravy,5,2025-08-25 00:48:23.292999,diet_restricted
12,2192,Chocolate Chip Cookies With Coconut Recipe,1,2025-10-15 00:48:23.293156,diet_restricted
12,780,Kachi Tikya Recipe  - Chicken In Tomato Gravy With Potatoes,5,2025-10-09 00:48:23.293303,diet_restricted
12,8615,Mambhazam Pulissery Recipe,5,2025-08-22 00:48:23.293450,diet_restricted
12,2424,सुखी मूंग पालक दाल रेसिपी - Sookhi Moong Palak Dal (Recipe In Hindi),1,2025-08-21 00:48:23.293604,diet_restricted
12,9555,Chicken Kofta Curry Recipe,3,2025-10-03 00:48:23.293790,diet_restricted
12,797,Crispy Bakwan Sayur Recipe (No Onion No Garlic Vegetable Fritter),3,2025-10-16 00:48:23.293939,diet_restricted
12,388,Rosemary Roasted Potatoes And Pepper Salad Recipe,5,2025-08-11 00:48:23.294078,diet_restricted
12,4714,Spiced Rajma Pulao Recipe - Spiced Kidney Bean Rice,4,2025-08-04 00:48:23.294233,diet_restricted
12,4752,Mango Shrikhand Taco Recipe - Sweet Mango Yogurt Dip Taco,5,2025-09-30 00:48:23.294380,diet_restricted
12,2321,Dhaba Style Green Moong Dal Tadka Recipe,4,2025-09-10 00:48:23.294525,diet_restricted
12,1943,Red Chilli and Tomato Pachadi Recipe,3,2025-10-15 00:48:23.294671,diet_restricted
12,2543,Creamy Alfredo Cauliflower Pasta Recipe,5,2025-08-24 00:48:23.294816,diet_restricted
12,3089,Khatte Pudina Aloo Recipe - Tangy Mint Potatoes,3,2025-09-09 00:48:23.294984,diet_restricted
12,1089,Easy Potato Kurma Recipe,3,2025-10-26 00:48:23.295132,diet_restricted
12,1997,गाजर शिमला मिर्च पोरियल रेसिपी - Carrot Capsicum Poriyal Recipe,5,2025-08-22 00:48:23.295273,diet_restricted
12,784,Kathiri Urulai Masala Kuzhambu Recipe - Brinjal And Potato Masala Gravy,5,2025-08-28 00:48:23.295412,diet_restricted
12,9622,Puri for Pani Puri Recipe -Golgappa/ Puchka Puri Recipe,5,2025-09-08 00:48:23.295548,diet_restricted
12,9906,नवाबी कोफ्ता करी रेसिपी - Nawabi Kofta Curry Recipe,4,2025-10-16 00:48:23.295692,diet_restricted
12,606,Bengali Beetroot And Raw Banana Chop Recipe (Spiced Cutlet Recipe),4,2025-09-25 00:48:23.295837,diet_restricted
12,9659,Chicken Korma Recipe - Mughlai Style Chicken Curry,4,2025-09-03 00:48:23.295982,diet_restricted
13,5671,5 Grain Greek Yogurt Fruit Parfait Recipe,5,2025-10-23 00:48:23.296784,foodie
13,5241,"South Indian Style Green Moong Sprouts, Raw Mango Salad Recipe",3,2025-09-13 00:48:23.296967,foodie
13,6694,Masala Couscous Pulao Recipe,3,2025-09-21 00:48:23.297116,foodie
